,id,label
0,2f7095710c9586a2,Ч
1,4dfbdaaee187092c,I
2,8c57b7d4d5520143,И
3,b31dd38982ec9644,З
4,3e02d9ee1b749a7f,I
5,850b1677d4f8308f,I
6,d17bf98e50f2c965,У
7,8e9c7b2e975ad6ec,Д
8,1a8f30c9aa0fbca2,С
9,d3cadd2e991b5a4c,Л
10,a00e290d114e2cfd,И
11,d4ebc5969a1bbbad,Л
12,7406ebb8a331814c,Г
13,efd35ebd21e13c00,Ю
14,627c599a0cd3aa6a,К
15,fabf264fb15fccd4,Ё
16,a87e67c181686625,Ш
17,640c99babc66be1e,Е
18,7764d60f68a4d3c3,Р
19,d228536cfe13f086,Р
20,fefb1623a81f188a,А
21,f85182c43666cc69,Ш
22,edea400d4cedbd40,К
23,d2820b5039a10be8,I
24,d969f2432f54187b,Ю
25,ef4d104083eeb57b,Е
26,d8d43a57819c0d71,Ё
27,3269d670ecaef9c4,Е
28,1fc0bd3da7d57364,С
29,881833c076a1bb51,Б
30,3ae3b74e9eee8ffd,У
31,932ff1b4cc801bb8,М
32,0745be47c5606e8d,I
33,0161cead7f35ffce,С
34,3886ee2fb50b2416,И
35,1b400a557ba4b5dd,А
36,088e45899e5ee87c,I
37,4f83cf4020f32d82,Й
38,b91a342be979efb6,Б
39,d260268b21c8e11a,Щ
40,f868c719f4c3595b,Ц
41,65eaba5277a5c195,В
42,d393d4c94c8d82eb,У
43,22505dde8792f9a3,С
44,09492fdb281d5e05,З
45,d6c8b7590b3fe873,I
46,3a7bd82e17e681a4,I
47,67910602ce589afb,Ч
48,3b8c53036be5d65a,Н
49,53b57a24d36b8e6b,Ь
50,22e129dc325de2c6,З
51,a70b4071a0014a96,Я
52,4e33893a08e8fac9,А
53,9eab9db26c0afe5a,Ё
54,0fa07b74e3ef84cb,I
55,8800c6babb456eab,Г
56,e25e2d21bf170e46,Е
57,570b17a48d02a867,К
58,c9f15ce5b814922a,К
59,1c04ef7912abbc4a,Ш
60,c3eb011b42c68a71,И
61,313b8d92fc2ff89b,Ъ
62,95cb3f92983a9c3f,Ю
63,204efb28e25bb7e7,I
64,2b23a5b62f68a771,Д
65,95443153ef166666,Ж
66,a76446eed4a3ea73,Х
67,fe350bd0a4eb9afa,А
68,edf6fbe19b6bda42,З
69,85cf1827bcc6394d,Э
70,b7b368afa5e5b481,Н
71,17f870656faa8756,Ж
72,3dadfb5d55cda4e3,К
73,649eb125eb3977b5,С
74,2a611c0a07f838b4,Х
75,c3203e05f268d3be,Ч
76,cacf5c2258b1e8f1,У
77,314ba602ec558e2c,У
78,4da573e2b56513bd,Ы
79,600cd46d70915225,Л
80,03a7bdb6e1140ff4,Ч
81,7b85d225faa8a7c5,Э
82,a5d7901f34762ff6,Е
83,73306455a684063a,З
84,44f4fee8e19b2a68,Ё
85,59f6137856d0bf76,Л
86,921205e7ad2f6310,К
87,37a6264df91c9e01,I
88,7a540fe29158da5b,Е
89,b3ce25eea598183e,Ц
90,fcda640aa7b08410,З
91,b88914deb3a560e3,Г
92,94563d9f531d2eb9,Ф
93,caca8519789e1522,I
