,id,label
0,2f7095710c9586a2,Ч
1,4dfbdaaee187092c,Д
2,8c57b7d4d5520143,И
3,b31dd38982ec9644,М
4,3e02d9ee1b749a7f,Э
5,850b1677d4f8308f,У
6,d17bf98e50f2c965,У
7,8e9c7b2e975ad6ec,Щ
8,1a8f30c9aa0fbca2,С
9,d3cadd2e991b5a4c,А
10,a00e290d114e2cfd,И
11,d4ebc5969a1bbbad,П
12,7406ebb8a331814c,П
13,efd35ebd21e13c00,Ю
14,627c599a0cd3aa6a,К
15,fabf264fb15fccd4,С
16,a87e67c181686625,Ш
17,640c99babc66be1e,Е
18,7764d60f68a4d3c3,Р
19,d228536cfe13f086,Р
20,fefb1623a81f188a,А
21,f85182c43666cc69,Ш
22,edea400d4cedbd40,Х
23,d2820b5039a10be8,Ъ
24,d969f2432f54187b,Ю
25,ef4d104083eeb57b,Е
26,d8d43a57819c0d71,Ъ
27,3269d670ecaef9c4,Е
28,1fc0bd3da7d57364,С
29,881833c076a1bb51,Б
30,3ae3b74e9eee8ffd,У
31,932ff1b4cc801bb8,М
32,0745be47c5606e8d,Т
33,0161cead7f35ffce,С
34,3886ee2fb50b2416,А
35,1b400a557ba4b5dd,К
36,088e45899e5ee87c,Ю
37,4f83cf4020f32d82,Ч
38,b91a342be979efb6,Б
39,d260268b21c8e11a,Щ
40,f868c719f4c3595b,К
41,65eaba5277a5c195,Д
42,d393d4c94c8d82eb,У
43,22505dde8792f9a3,О
44,09492fdb281d5e05,Т
45,d6c8b7590b3fe873,Т
46,3a7bd82e17e681a4,Т
47,67910602ce589afb,В
48,3b8c53036be5d65a,Н
49,53b57a24d36b8e6b,Ь
50,22e129dc325de2c6,Я
51,a70b4071a0014a96,Я
52,4e33893a08e8fac9,Ь
53,9eab9db26c0afe5a,Е
54,0fa07b74e3ef84cb,Ф
55,8800c6babb456eab,Ю
56,e25e2d21bf170e46,Е
57,570b17a48d02a867,Х
58,c9f15ce5b814922a,К
59,1c04ef7912abbc4a,Ш
60,c3eb011b42c68a71,И
61,313b8d92fc2ff89b,Ъ
62,95cb3f92983a9c3f,Ю
63,204efb28e25bb7e7,Т
64,2b23a5b62f68a771,Я
65,95443153ef166666,Ш
66,a76446eed4a3ea73,Х
67,fe350bd0a4eb9afa,А
68,edf6fbe19b6bda42,З
69,85cf1827bcc6394d,Э
70,b7b368afa5e5b481,Ш
71,17f870656faa8756,Ж
72,3dadfb5d55cda4e3,Е
73,649eb125eb3977b5,О
74,2a611c0a07f838b4,Ж
75,c3203e05f268d3be,Ч
76,cacf5c2258b1e8f1,У
77,314ba602ec558e2c,Я
78,4da573e2b56513bd,И
79,600cd46d70915225,А
80,03a7bdb6e1140ff4,Н
81,7b85d225faa8a7c5,Э
82,a5d7901f34762ff6,С
83,73306455a684063a,З
84,44f4fee8e19b2a68,Т
85,59f6137856d0bf76,Э
86,921205e7ad2f6310,К
87,37a6264df91c9e01,У
88,7a540fe29158da5b,С
89,b3ce25eea598183e,И
90,fcda640aa7b08410,З
91,b88914deb3a560e3,С
92,94563d9f531d2eb9,Ф
93,caca8519789e1522,Х
94,f6dd5a1ca475dd11,Т
95,6ad272db013979f3,Щ
96,68aeb7c073cd3a36,Ь
97,b5989b6882b1f5ee,С
98,0bcdbc57aa50e0a9,Й
99,f9dc5e9beb9a3f1c,А
100,e6e761829d136274,И
101,8a07049b2beab9f6,С
102,6e86061cfe95faa6,Й
103,1c01a1ff7d1b95b8,Е
104,77ad84445ada13b8,Ф
105,ab565ccf42f07699,Ц
106,c22d916605db07c2,Э
107,70188b0b8a633b93,Ю
108,71f13be8ed97c94b,Щ
109,44407c8d6adf861a,Ш
110,a5ecf283d1eca98f,Щ
111,255e6d64a3b14e33,Р
112,ae9c5c08a17890b5,Е
113,c5b5d9374cf40ef2,Е
114,8e7d068ab68c4666,Т
115,235c9216161dcf70,Э
116,64ee636c9565d319,Ч
117,7ebbbc23f47497cf,Ч
118,b72084e9b2a31172,Ж
119,8a388b97f54e9a7d,Р
120,63f7739de7fcff37,Р
121,cb7b2714fe1be0d1,Е
122,f4dace8c925d3792,Е
123,62cd54c153e03bf9,Щ
124,868da0e8783e80e5,Ж
125,b76ba2f522dbaf29,Г
126,9138ff9cd7796842,С
127,1871e02105a9b6fb,Е
128,6e202915c33975a2,З
129,3000431de731d3e2,У
130,f37a847013eb7d17,Х
131,bbad4f88cf24db21,М
132,83d976a67a6bfb4f,Ы
133,93e0e9f48553d8e6,Л
134,96a9df14aea037c2,С
135,90763a4a26cb2388,У
136,75366680069c8d08,Е
137,d5fdb5923a930f75,К
138,8895aa5af136a14e,Я
139,c8051ed0d3c47111,Ю
140,10ea3b51a87a16c8,Л
141,df30e914794190d8,И
142,e5772c1b0878f030,Ъ
143,718e44c1ab1886f7,Р
144,951ffc28379c5ac6,Б
145,bf174e4a7b84c9d4,Е
146,7227db47c148a8db,Ю
147,1d536911a413363d,Т
148,a355516f0bcee01b,Е
149,ee64cc9642bb50b0,Т
150,c0c6981b4286b539,Х
151,04f245000a6af9ce,Х
152,90349b64d67b30c2,Р
153,4cb596c0a1de5abd,С
154,1b531b678786d0a1,У
155,182e262eeae49925,Е
156,83939f2228ed1bc1,Щ
157,1a972598ca2963a7,Е
158,4c00ce74d274b04a,О
159,7265dcd633effa16,С
160,7fb80203ee6fef6a,Й
161,4607715527a57e20,В
162,80a3090c55d6634e,Ъ
163,4fae219837d4c93c,Ф
164,8f232d4b2032eeff,С
165,b31f1952df6aff7f,Й
166,1195d2f8efccd241,Ю
167,1ed1c18399454d5e,К
168,651ff2f528e8c9af,Ъ
169,112af7265665ad82,Я
170,897911094600d206,Ь
171,e2b171c90a049b1c,Л
172,5a0f0a23dfbac0e7,Я
173,6ef564a09a918309,З
174,438345fbbce476ff,Б
175,d895aa9202210469,Щ
176,703bb1f1a2a1ef96,Щ
177,b9cb2b7f386ddf85,О
178,fd2a7b4ee6247c8c,Т
179,ae51e25cb545b37e,П
180,b389ac20ffce6d00,Ю
181,db38745cde86c423,Э
182,542b144e46eecd32,Е
183,69b3eeab2b985c0b,К
184,b88785ed05937921,Е
185,f81807d19d13f886,Ш
186,a8847d20e68fe7a4,К
187,5d6e2393c81842b1,Й
188,eba67dd77d325657,Ф
189,59e4bcf3774bef39,Ж
190,234c796b342a2ba7,Ъ
191,4a74cab2eb508f5b,А
192,0ebe8b79303530c4,Ь
193,c88a5a9f2df7f62a,Ш
194,0abbec8f782e6807,Б
195,bd6d209e12b2f932,Й
196,78ad3ec709f5c9a1,Ч
197,6010996f5df6ceb4,Й
198,4e6e6b968b4b3114,Ж
199,bba493d14df47bae,С
200,16843c387ce9e6b6,А
201,91fcd3a3e3c7e4b9,У
202,4246d78a1e396b1d,Ю
203,a0288f3327852ce4,Х
204,f19e1d4bbca7799d,Э
205,61e6c06a783e3077,Э
206,94206f479ce21f25,Т
207,3a538233ae21f895,Х
208,3832d2caac63b923,Ж
209,688c4f2450239e48,С
210,bb69ef3632868939,Ф
211,f8c3e4deddbc3039,К
212,40f928d1205ec493,Э
213,889c9e323344b4e9,Ч
214,c7d9a5e0447a1dfd,Ю
215,d622a8884cfaa163,С
216,4a20cca1505dd628,Р
217,b4fa9aa51d451f8f,О
218,bedc18fd269448ec,Т
219,e3d22a8a7d278e25,Н
220,7ab2474efc72e81d,М
221,2cbef2c083850277,Ф
222,f4a6aca867490492,О
223,76f7935ada84532b,Т
224,a6bb038aa974311c,Ъ
225,677f30611b957486,А
226,56557f0e3c51f8ac,Ж
227,f20ab84bf3a25f9a,Ч
228,d36a9ca7ffbe3551,Ш
229,cb11b886217094af,Е
230,2ec0671b357e27e5,Т
231,fe073542eaabb0d1,Э
232,4a4bf19d2343e3a6,Х
233,205bdc969932eb6a,К
234,22f9cd281347164d,Е
235,54154bc34423d018,Э
236,e1f44033f29ddc2f,Ъ
237,5c0b61eddb0837dc,Ъ
238,013d5986aeefc2e5,С
239,c52421ab10873dd4,С
240,057fc714ea1b960d,Р
241,8afa7ebaedee04a1,Ж
242,5f447bdec61110ff,Ю
243,e8756432994ee5f1,С
244,5730f09cafe8c3e2,С
245,01065191d5c5c196,Р
246,1a6fe9e5aeb06fe1,Ф
247,a9c3d8ff2e74036e,Щ
248,b8191a133a369c00,Ю
249,40ba9406dc3b5b68,Л
250,ce8106aa9af6fefd,Т
251,05136b6a3ac01231,Р
252,b65db556b3bf1314,С
253,ce09955dcff3545e,Щ
254,006abf5c1be75421,Н
255,326a255ef048c4bd,М
256,053cec9f8c01e226,Ш
257,50acaf3ac103f426,Ж
258,60f72ca2d950b227,А
259,94a805713f9d8912,Ю
260,87b77ed52798db7f,Ъ
261,2b209dbe27369e28,О
262,0d16ec51337792a0,Ю
263,98683d95ffaaf7dc,Щ
264,e330e5e0500f9d35,И
265,33ea7e15b6dc095c,Ъ
266,eef0482f673ac0bc,Ю
267,c74f28a52bcb820d,Е
268,b162677a99ef09a4,Ь
269,a3d4a0e2c013a753,А
270,07afcae1955f9b29,У
271,cfaf6cce5e469de9,Я
272,d00bcc63917d5788,Х
273,486115f68eca32ae,Й
274,bbbcbcf79295b170,У
275,9f0af2743a4c48dc,С
276,534a2a20f6018ec4,С
277,529ce879b584ff77,Л
278,a5773d656e043538,А
279,adae0dce7e205d2c,М
280,4237e9a4584b119a,Х
281,0f841100362bb946,Г
282,1182fdf8f062012e,Э
283,d942b041a8042960,В
284,41a73a2533e740c9,Ж
285,255bf1e67f9079d3,Ш
286,a39e3cab526f509c,Д
287,4257d6da63e9ca7d,А
288,dec06501a3d6de7c,Ъ
289,91c695aae7731cf5,Ч
290,0eaa1f338fe31876,Л
291,45e4768888be73c4,Ю
292,10bca5e935c025e9,О
293,5c7fea10da5823b9,Р
294,8dfc0104246f9ce0,Ф
295,f12a89bad4d00691,Е
296,5d5930c2578b179a,С
297,19cbdcfd84dd5b93,А
298,8b4e622eb88fbe43,Б
299,7660763a54653f3d,У
300,5e7968c8d6c2e1c3,К
301,a51163d2c5ef1d15,Н
302,8298e2559755b3f7,Э
303,4ff5685f7f28a1f1,А
304,94a12da6dedccc5e,С
305,da78d14b79159a2f,Т
306,33c63080d51e4aa1,И
307,5ad08130a0245591,Й
308,f667963316a9d4b2,Ю
309,fdae08282d9d9204,Ь
310,364bb5beb59e4710,Э
311,14988e336a355504,Ь
312,c723ed51f873ab93,Ю
313,4b4254d1eeffb090,Ъ
314,405df6a1364294af,У
315,aba3957fa6488a97,Ц
316,0edf23b499cefb02,Н
317,fc7f73de9da47e5d,Ц
318,07961dd9cc90c6f1,С
319,c39b9a9a181b02b3,И
320,0d44976e6d671cff,Ю
321,8e05a4c488d295ed,О
322,ecc8608c5e747138,У
323,8e008b803def336a,С
324,14abfe810738c6d0,М
325,ae3423d6fe02d84f,Ы
326,aeb7cd436310b071,З
327,69c20e58bdc1d594,Х
328,32db0228fa6b3f02,И
329,0d84b957da16bc42,П
330,1df7cf4d8094fc43,Х
331,1c4654bf8821cdc7,Э
332,cd76c8447a4b454d,Х
333,a723997b5b57c223,Ш
334,c9498b6824f725b9,Ь
335,30e0f3f6a329cfc2,Щ
336,9624e78fbf5004c7,У
337,9139a7678d8f1a02,Э
338,0adff8b3b660f807,Г
339,faaa6c7389ae3155,Х
340,78565708008cde0a,Б
341,567f0a26f4ce6de1,Э
342,df5208e730e38739,Х
343,fa44d2180155725e,Ж
344,7704a49015aa3143,Ч
345,8e82970304881df0,Х
346,874927eba68e19d8,С
347,7e92c54beb00192d,И
348,49e1f39c4fac750b,Ф
349,d2a3c791c9d496dc,М
350,8b1e50a796348c09,С
351,0bf490b5d793b38d,А
352,815f8125d09f0daf,Г
353,15fa04174117b552,Й
354,cd1b297b10355ebb,А
355,0fed2fff6c8f9549,К
356,cd723c4eb90d9cb7,Л
357,2fefba72d8313b79,Б
358,217226123c77fefc,Е
359,2f10ee4bb4a4d171,А
360,722a172a9939b6bb,У
361,d5337b71b9cd32bb,А
362,293e591395539141,У
363,ed70f77bd700fd04,В
364,e6166c81aee8f082,Э
365,1bbd7fd1fd87bf50,Е
366,4d28b3a4c0a5cc6d,Х
367,6bb4c4a8d5f954f0,У
368,82a47dc027d280b0,Д
369,d8113b1969804693,К
370,3a785d48ce57fbd4,Т
371,f42cb30514ae002b,Р
372,125b85e753fa236f,Н
373,15f0ec4abbaa5bd7,Т
374,d63252daf69ee82f,Ж
375,cecab75b2d44c49d,Ж
376,f638b23edf604a53,Ц
377,6b7156d24dd88d14,Ш
378,50760cea172f5c54,Д
379,454af367757512eb,Ш
380,e535ca16827f5063,Ш
381,1716b7b35ce6f651,Ц
382,e994f1bbc3f76e11,П
383,78fe8534557d036d,Ш
384,dd9223727a1fb4a5,Н
385,c609c9d298397229,О
386,9dd44949bbf0cff0,Щ
387,8f26f108bf43ae17,Ы
388,020da852210a5db6,Э
389,6619ff895ade0318,У
390,323263e64e56d799,Ь
391,d3d0836ae87b7ee1,К
392,5ec225ceca397597,Й
393,2879b25ec3ec5fb1,Ш
394,31de6d6450821d98,Е
395,fff3f017937ebd9e,Ю
396,c3d3aee07a0644aa,О
397,a4246e0fff3ce340,Т
398,7ed2b245420dbadd,Е
399,6ea96ac96d6d9579,З
400,8b98fe72277ace58,М
401,b7ead45ed2a859bf,Ь
402,ad7169c7f9a99b63,У
403,ac74adee88feac02,Ш
404,8aa49150242d5f61,Г
405,beb6bec8e796b6c4,Х
406,23f51c46321e5cd2,О
407,589da647129d0774,Ш
408,df3606a654b4e423,С
409,f4e2d5153095b0dc,И
410,04c90323a2fbbb26,В
411,d09733da24775a84,Н
412,e20365b718e09c2d,Ц
413,aef8c5dd708e85a1,Л
414,889e0b433b0a6fb8,П
415,062e6c519a0f377f,Т
416,48ca2a11d8eda76a,Ю
417,83de1c8b91b47b38,Е
418,876e40c3dbdf6f1c,Ь
419,255c030cba27cde9,Е
420,d257472dc32912e4,А
421,b9f4d62edbe3e727,С
422,e8dce147014141f3,Е
423,d0e4c3c56408f189,Щ
424,3454c88aae3b7255,Р
425,97d2b863706d228a,Й
426,7f8c6bbda6d2f785,Р
427,da2beb6edbba8b65,А
428,e200e7fb2c0a62ae,Э
429,202837e88afa9c40,А
430,937061bb46d9687d,Б
431,cc00eb3b526c8d62,К
432,ca5a63ced50d6ae2,М
433,c70899dbbb2d724f,О
434,965ee25fe63d644b,Н
435,10ce62c222e24a5b,М
436,38270d576d38ede6,И
437,ebbc03324120892c,Ь
438,e7c909426a0cfdf1,А
439,d167b3a1e4cbfbf0,Ь
440,1f46d8eafb0f9fc7,У
441,406d2c1cca5e75b2,Ю
442,43224f1503a6106b,Е
443,5054bfaf8d649f78,Т
444,937833890f7d2e4f,Й
445,562bea08a500ba72,Ч
446,c837cfffc671fe15,Б
447,ce6b16bfb941a412,П
448,eb9fbe088b866b77,Е
449,ece9d6172f5d611e,К
450,2c10fd03a952743f,И
451,afbebb4681f6a046,Т
452,1cee6c69fe81ce76,Б
453,cd92565e4f8a319b,Ш
454,1459068188948380,П
455,8e13c7a1acf7fb81,С
456,557e1f660aaac5ce,Ш
457,e4953cfd027a6d61,В
458,b7a55408d8af276c,Ь
459,0d32488f6e052803,Е
