57345286,59345791,-20,2020-07-29 08:30:00
57345286,83502084,-20,2020-07-29 08:30:00
57345286,08345972,-35,2020-07-29 08:30:00
57345286,92452814,-20,2020-07-29 08:30:00
57345286,08345972,-110,2020-07-29 08:30:00
57345286,92452814,-20,2020-07-29 08:35:00
57345286,72541901,-50,2020-07-29 08:35:00
57345286,92452814,-20,2020-07-29 08:40:00
57345286,54258713,-120,2020-07-29 08:40:00
57345286,28518374,-40,2020-07-29 08:45:00
57345286,92452814,-20,2020-07-29 08:45:00
57345286,51415842,-20,2020-07-29 08:45:00
57345286,92452814,-20,2020-07-29 08:50:00
57345286,51415842,-20,2020-07-29 08:50:00
57345286,92452814,-20,2020-07-29 08:55:00
57345286,51415842,-20,2020-07-29 11:40:00
57345286,81437426,-25,2020-07-29 11:45:00
57345286,51415842,-20,2020-07-29 11:45:00
57345286,81437426,-25,2020-07-29 11:50:00
57345286,51415842,-20,2020-07-29 11:50:00
57345286,81437426,-25,2020-07-29 11:55:00
57345286,64593199,-110,2020-07-29 11:55:00
57345286,13453748,-35,2020-07-29 12:00:00
57345286,02548147,-35,2020-07-29 12:00:00
57345286,02548147,-35,2020-07-29 12:05:00
57345286,13453748,-65,2020-07-29 12:05:00
57345286,02548147,-25,2020-07-29 12:10:00
57345286,62585163,-35,2020-07-29 12:10:00
57345286,92487561,-35,2020-07-29 12:10:00
57345286,25497549,-30,2020-07-29 12:15:00
57345286,02548147,-35,2020-07-29 12:15:00
57345286,82352468,-35,2020-07-29 12:15:00
57345286,37388153,-35,2020-07-29 12:15:00
57345286,02548147,-30,2020-07-29 12:20:00
57345286,82352468,-55,2020-07-29 12:20:00
57345286,62354881,-35,2020-07-29 12:20:00
57345286,52342861,-25,2020-07-29 12:25:00
57345286,02548147,-25,2020-07-29 12:30:00
57345286,02548147,-25,2020-07-29 12:35:00
57345286,93457284,-30,2020-07-29 12:35:00
57345286,32285195,-25,2020-07-29 12:35:00
57345286,32285195,-25,2020-07-29 12:40:00
57345286,81437426,-90,2020-07-29 12:45:00
57345286,14394568,-30,2020-07-29 12:50:00
57345286,74538825,-100,2020-07-29 12:50:00
57345286,84526184,-45,2020-07-29 12:55:00
57345286,14394568,-25,2020-07-29 12:55:00
57345286,93475821,-75,2020-07-29 12:55:00
57345286,14394568,-30,2020-07-29 13:00:00
57345286,26358245,-30,2020-07-29 13:00:00
57345286,16783648,-35,2020-07-29 13:05:00
57345286,82374681,-85,2020-07-29 13:05:00
57345286,14394568,-25,2020-07-29 13:05:00
57345286,14394568,-30,2020-07-29 13:10:00
57345286,14394568,-20,2020-07-29 13:15:00
57345286,64753862,-120,2020-07-29 13:15:00
57345286,28652459,-80,2020-07-29 13:15:00
57345286,27865199,-30,2020-07-30 08:25:00
57345286,93458328,-40,2020-07-30 08:25:00
57345286,34543525,-50,2020-07-30 08:25:00
57345286,23481886,-60,2020-07-30 08:25:00
57345286,25746281,-50,2020-07-30 08:30:00
57345286,93475897,-40,2020-07-30 08:30:00
57345286,72652582,-30,2020-07-30 08:30:00
57345286,72652582,-30,2020-07-30 08:35:00
57345286,43797973,-30,2020-07-30 08:35:00
57345286,45927179,-70,2020-07-30 08:40:00
57345286,46526581,-85,2020-07-30 08:45:00
57345286,27524883,-55,2020-07-30 08:50:00
57345286,27524883,-35,2020-07-30 08:55:00
57345286,27524883,-25,2020-07-30 09:00:00
57345286,27524883,-25,2020-07-30 09:05:00
57345286,27524883,-25,2020-07-30 09:10:00
57345286,27524883,-25,2020-07-30 09:15:00
57345286,27524883,-25,2020-07-30 09:20:00
57345286,27524883,-25,2020-07-30 09:25:00
57345286,27524883,-35,2020-07-30 09:30:00
57345286,27524883,-50,2020-07-30 09:35:00
57345286,74638628,-90,2020-07-31 08:35:00
57345286,86485681,-65,2020-07-31 08:35:00
57345286,86485681,-45,2020-07-31 08:35:00
57345286,72645683,-30,2020-07-31 08:35:00
57345286,74656888,-30,2020-07-31 08:35:00
57345286,53565581,-30,2020-07-31 08:35:00
57345286,74265881,-20,2020-07-31 08:35:00
57345286,46528658,-30,2020-07-31 08:35:00
57345286,46528658,-20,2020-07-31 08:40:00
57345286,27658684,-60,2020-07-31 08:40:00
57345286,46528658,-20,2020-07-31 08:45:00
57345286,27658684,-80,2020-07-31 08:50:00
57345286,46528658,-30,2020-07-31 08:55:00
57345286,52568285,-30,2020-07-31 08:55:00
57345286,64256176,-60,2020-07-31 09:00:00
57345286,12347177,-55,2020-07-31 09:00:00
